,X,brand_name,item_name,number_likes,condition,color,size,price,img_length,measurements,description,type
154,154,Reese Cooper × Streetwear,Paneled Nylon Sport Trousers,34,New,Khaki,30,$100 ,8,1,"Brand new. Retailed for $578
Nylon sport trouser is lightweight and comfortable with an adjustable webbing belt on the waist.
Nice details such as the RCI embroidery and multiple pockets and tactical hook on waist.",1
155,155,Reese Cooper,Reese Cooper - Light Grey/Green Cargo Pant sz 36,1,Used,Gray/green,36,$40 ,8,0,"Reese Cooper - Light Green Cargo Pant sz 36
Good used condition",1
156,156,Reese Cooper,Reese Cooper Green Cotton Cargo Pants,2,Gently Used,Green,30,$210 ,15,1,"Reese Cooper Fall/Winter 2021 Collection Green Herringbone Cotton Cargo Pants
Condition: Almost brand new, slight imperfections only noticeable when close up
Retail originally $550 USD
Worn ~4-5 times total
Accepting Offers
Internal tag measurement says 30in but inseams measures as 32in
No Returns",1
157,157,Reese Cooper,Corduroy Cargo Trouser Baby Blue PF20 <U+0001F352><U+0001F33B>,192,New,Baby blue,30,$250 ,25,1,"GREYHOUND Collection PF20, Extremely rare. Reese Cooper® Corduroy Cargo Trouser Baby Blue PF20
CONDITION: 10/10
Brand New, pet & smoke free storage, 100% rating since original tags, 1st Owner.
Retail $707.36 + $30 (shipping) = $737.36
Front-piping detail with pockets section extending into the belt loops.
TEXT on REESE COOPER SLEEVE LABEL
""HOOKED ON THE HIGHWAY. DREAMING OF
A PLACE WITHOUT KNOWING ITS NAME.
BATHED IN SUNLIGHT, DECORATED WITH
LONESOME GAS STATIONS - STEAMING
ROADS THAT CUT THROUGH THE WINDING
PEAKS AND THICK FORESTS - SLICING
THROUGH THE BROWN, DUSTY CARPET
THAT STRETCHES OUT TOWARDS THE
OCEAN.
MOUNTAINS CASTING SHADOWS ACROSS
LAKES, MOONLIGHT ILLUMINATING THE
DESERT - LOST PEOPLE SEARCHING FOR
THEIR PLACE UNDER A FAMILIAR SKY.
THIS IS A STORY FUELED BY ESCAPISM
AND EXPLORATION. CLOTHING, OBJECTS
AND VISUALS INSPIRED BY WHAT YOU
NEED, WHAT YOU CHERISH AND WHAT YOU
ACQUIRE ON THE JOURNEY""
Reese Cooper Release Listing
reese-cooper.com/blogs/lookbook/greyhound-capsule-collection-for-harrods
+ Released November 31, 2020 (PF20)
+ Baby Blue (color)
+ Reese Cooper® Signature Utility Ring
+ Reese Cooper® embossed buttons
+ 2 Front cargo button pockets
+ 2 Front side entry
+ 2 Back button pockets
+ Front belt loop detail
+ Stitched Front Piping
+ Soft brushed Corduroy
+ Belt loops
+ 100% Cotton (Self)
+ 97% Cotton (Lining)
+ 3% Polyester (Lining)
+ Raccagni Zipper (Made in Italy)
+ Made in USA
Sizing Info
30 (waist fits TTS, length is long/relaxed)
<U+2730> Bundle Deals (2+ pieces), Offers, & Questions Welcome! <U+2730>",1
158,158,Reese Cooper,Cotton Side Pocket Trouser,7,New,White,26,$150 ,6,1,"Brand new, Size 26 Retailing at $500. Get ‘em for your gf. Cotton Side Pocket Trousers are made from soft but durable brushed cotton canvas. Featuring an external side pocket with zipper closure and cargo pockets near the ankles. Dyed using organic compounds rather than harsh chemicals.",1
159,159,Reese Cooper,Outdoor Supply Waxed Cotton Pant in Khaki,6,New,Khaki,34,$142 ,6,1,"Light pant perfect for the summer. Retail was $428.
Only tried on once. The pant runs small. Fits a size 32 better. I fit 33/34 and this didn't fit well (too much junk in trunk) <U+0001F614>",1
160,160,Reese Cooper,Reese Cooper Organic Dye Trouser Sage Green,17,Gently Used,Green,29,$150 ,10,1,Shop with confidence no returns or cancellations thanks! Look at all pics before buying! Pants have some white “whiskers” or marks.,1
161,161,Reese Cooper,Reese Cooper SS22 “Outdoor Supply” Pants,6,New,Green,34,$133 ,4,1,"Reese Cooper SS22 “Outdoor Supply” Pants
- Tagged 34
- Never worn, but tried on
- $150
Measurements (inches)
Waist - 33.5”
Rise - 10”
Thigh - 13”
Inseam - 32.25”
Leg Opening - 12.75”",1
162,162,Reese Cooper,Garment Dyed Trousers,58,New,Black,30,$194 ,3,0,"$194 is the final drop.
-Reese Cooper Garment Dyed Trouser in Black. Retail: $415. Size 30, fits slightly large can fit a 31inch to 32 inch waist, will come with all original tags.
-Very versatile pants that can be worn during any season. As with Reese Cooper pieces, this item is made from the highest quality fabrics and is proudly made in the USA
-shipping, immediately after purchase with USPS Priority mail (1-3 business days). Shipping within the USA only.
-5/5 feedback with over 70 sales, so purchase with confidence!
-No refunds or returns.",1
163,163,Reese Cooper,Organic Dye Cargo Trouser in Sage,6,Gently Used,Sage,32,$178 ,5,1,"love this reese cooper piece. material on these is great and it’s In very good condition. Worn less than 8 times
They don’t make these in sage anymore !!
Size 32",1
164,164,Reese Cooper,Reese Cooper “River Runs Through” SS22 Cargo Shorts,7,New,Black,30,$157 ,8,1,"a pair of Reese Cooper Cargo Shorts from SS22 collection!
Beautiful quality and design within the garment, made in the USA. topped with a metal hook at the belt loop.
size 30, fits true to size. please check measurements to ensure proper fit
(i had problems with thigh area)
10/10 condition, these are brand new from the Reese Cooper website. Amazing piece but unfortunately does not fit me :(
all products ordered will be in the exact condition shown in pictures.
message me for any questions!",0
165,165,Reese Cooper,AW18 Lone Pine Coordinate Denim Jeans,39,Gently Used,Denim,32,$130 ,5,1,"Released the hems
No flaws
People love to ask about the coordinates and the paint
Feel free to offer",1
166,166,Reese Cooper,Reese Cooper Fever Dream paint splatter carpenter pants,8,Gently Used,Black,33,$105 ,9,0,"Reese Cooper Washed Black Denim Paint Splatter Carpenter pants from Fever Dream collection
Size tag says 32 but fits like 33 waist. Barely worn",1
167,167,Reese Cooper,"Reese Cooper ""How A Letter Travels"" Denim",17,Gently Used,Blue,31,$140 ,4,1,"Size: 31x32
Leg Opening: 9 inch
Taken to tailor to make waist a 31
Originally was 34 waist
Dm For Any Questions",1
168,168,Reese Cooper,COORDINATE JEANS,19,Gently Used,Blue,34,$125 ,5,1,"Worn once for a very short period of time, basically brand new. way too big on me
Awesome quality, awesome details",1
169,169,Reese Cooper,Nylon Cargo Short,9,Used,Green,30,$67 ,3,1,"Purchased directly from Reese Cooper
Retailed around $300
Lightweight Cordura nylon cargo short
Great summer short
I am doing a closet clearout, so I am doing package deals!
Open to offers
You are buying the item as is so please look at the pics carefully and ask any questions beforehand. Once the item is shipped it is no longer my responsibility(fees, duties, taxes), no returns or refunds.",0
170,170,Reese Cooper,Nylon cargos,24,Gently Used,Black,30,$134 ,4,1,Pre-distressed “vintage” treatment on excellent shape slim-straight cargos,1
171,171,Reese Cooper,Reese Cooper Pintuck Trousers,1,New,Beige,34,$120 ,19,1,"Size:34x34
Retail: $400
Condition: New with tags
100% authentic
Fast shipper
Dm with any questions",1
172,172,Reese Cooper,RCI Hitchhiking cargo pants,47,Used,Tan mix,32,$86 ,6,1,"Reese Cooper cargo pants from the Hitchhiking collection. These have been bleached and sun faded ,creating unique, light tan patterns",1
173,173,Reese Cooper,Herringbone cotton cargos,5,New,Brown,30,$136 ,6,1,Reese-Cooper Herringbone cotton cargo ( 30x30 ),1
174,174,Reese Cooper,Paneled Nylon Sport Trousers,1,New,Khaki,32,$255 ,14,1,"Brand new. Retailed for around $600. Straight-leg paneled nylon and cotton-blend taffeta trousers colorblocked in beige and green.
Ships same day or next day.",1
175,175,Reese Cooper,Reese Cooper brushed cotton canvas cargo pants,13,New,Green,32,$275 ,5,1,"Cargos in brushed cotton canvas. RCI hook detail on waistband. Welt hand pockets with flap and snap closure on front. Large cargo pockets with flap and snap closure on sides. Welt pockets with flaps on back. Adjustable cotton webbing tie straps on legs. Triple needle stitching throughout. Button closure. Zipper fly. Raccagni zippers. Adjustable cotton straps in cuffs
Made in Los Angeles
Retail Around 390 usd",1
176,176,Reese Cooper,Reese Cooper Pintuck Trousers | Mirage Collection,34,Used,Grey,34,$170 ,4,1,"Item Description:
- Beautiful pair of trousers in a dark grey finish
- Paneled seams on back and front
- Comes with an attached key ring, metal button fly",1
177,177,Reese Cooper,Reese Cooper Pintuck Trousers,14,New,Beige,36,$165 ,14,1,"Size:36x34
Retail: $400
Condition: New with tags
100% authentic
Fast shipper
Dm with any questions",1
178,178,Reese Cooper,Cargo Short,7,New,Black,30,$170 ,4,0,"-Reese Cooper Cargo Shorts in Black. Size 30.
-Great Quality shorts as with all Reese Cooper pieces. This item is brand new and never worn.
-FAST shipping immediately after purchase with USPS MAIL & Tracking. *Shipping within the USA only*
-5/5 feedback with over 80 sales, so purchase with confidence!
-No refunds or returns.",0
179,179,Reese Cooper,RCI Raw Denim Jeans,36,New,Indigo,30,$135 ,6,1,"From Reese Cooper’s Spring/Summer 21 collection, denim is durable and will age with you. These are low rise and the darting gives it a better shape for stacking, definitely only buy if your legs are on the skinnier side.",1
180,180,Reese Cooper,Reese Cooper Coordinate lone Pine Jeans LAST DEOP DELETING<U+203C><U+FE0F>,4,New,Denim jeans,34,$127 ,15,1,"Reese cooper Co-ordinate Lone Pine Denim Jeans
New never Worn
Sz 34
No lowballs or returns or trades or refunds
250$ obo",1
181,181,Reese Cooper,Reese Cooper Snap Leg Cargo Quilted Trousers,10,New,Black,32,$245 ,5,1,"- Brand new, purchased from Notre (too long for me)
- Retails for $578
- Tags still on",1
182,182,Reese Cooper,NTW Panelled Nylon Sport Trouser Reece Cooper,22,New,Green,34,$120 ,5,1,"- BNWT
- will ship same day",1
183,183,Reese Cooper,RCI Forest Sweatpants (size M),17,New,Forest green,30,$190 ,4,0,Retail: $368,1
184,184,Reese Cooper,Reese Cooper Sweatpants,4,Used,Black,34,$90 ,7,1,"Black Reese Cooper Sweatpants from their SS2021 “River Runs Through” collection. Wash Black/Vintage Black color way. Cargo pocket at the bottom right leg. The iron buckle detail in good shape. Overall has quite a lot of life left in it(washed and worn less than five times) size L, slightly baggy, good for a 34 waist.",1
185,185,Reese Cooper,Reese cooper double knee,23,Gently Used,Brown,36,$209 ,4,1,"Worn twice very briefly, ships out next day",1
186,186,Reese Cooper,Reese Cooper Cargo Pants,14,Used,Green,30,$160 ,5,1,"Reese Cooper Olive Green Cargo Pants
Size 30
Good Condition",1
187,187,Reese Cooper,Reese Cooper Organic Dye Cargo Pants,104,New,Black,32,$295 ,4,1,"Reese Cooper Organic Dye Cargo Pants
Size 32
Brand New with Tags
100% Authentic
A staple for every wardrobe, the Organic Dye Cargo Trousers are made from soft but durable brushed cotton canvas and feature an array of pockets. They are dyed to match this season’s colour palette inspired by our Western Wildfires sweater using organic compounds rather than harsh chemicals.
Brushed cotton canvas
• Hand pockets on front
• Cargo pockets with snap closures on sides
• Welt pockets with flaps on back
• Double-knee panelling
• Organic dye process
• Triple-needle stitching throughout
• RCI signature hook detail
• Made in Los Angeles, CA
<U+25AB><U+FE0F>DISEMBODIED, ALL ITEMS ARE 100% AUTHENTIC. BUY FROM A TRUSTED SELLER<U+25AA><U+FE0F>
<U+25AA><U+FE0F>FOLLOW ME FOR OTHER HEAT ITEMS<U+25AB><U+FE0F>
<U+25AA><U+FE0F>CHECK OUT MY OTHER LISTINGS<U+25AB><U+FE0F>
<U+25AA><U+FE0F>TERMS & CONDITIONS<U+25AB><U+FE0F> <U+25AA><U+FE0F>
DO NOT Offer unless you are PAYPAL READY, You will be blocked immediately.
<U+25AA><U+FE0F> DO NOT lowball, lowballing wastes both parties time doing so will result in a block. You will NOT be able to purchase any listings after being blocked.
<U+25AA><U+FE0F> Payment is required IMMEDIATELY after any offer has been accepted! <U+25AA><U+FE0F>I do NOT accept returns, be 100% sure before purchasing, ask for measurements before hand.
<U+25AA><U+FE0F> Once an item is purchased, it is YOURS. I will not refund.
<U+25AA><U+FE0F> If the offer button is disabled I am NOT accepting offers and the item is at its lowest pricing, so do NOT send any offers.
<U+25AA><U+FE0F>SHIPPING<U+25AB><U+FE0F>
<U+25AA><U+FE0F> Shipping will be sent to your PAYPAL email and all shipments will be sent out 24-72 hours after purchasing unless otherwise stated!
<U+25AA><U+FE0F> I am NOT responsible for any lost or stolen packages. If you want it insured I will gladly insure the item at YOUR expense. Any item over $350 USD will be insured at MY expense!
<U+25AA><U+FE0F>All shipping is documented for my protection so any fraudulent activity will be sent to Grailed & punishable by Law Enforcement.
<U+25AA><U+FE0F>PURCHASING ANY ITEMS PUTS YOU IN AN AGREEMENT TO ALL TERMS ABOVE<U+25AB><U+FE0F>",1
188,188,Reese Cooper,S/S 20’ Nylon Cargo Shorts (Fits 30) l Green,113,Gently Used,Green,32,$168 ,7,1,"100% Authentic. Purchased from ssense. Retail for $400+. Quality is what you expect from Reese. Tagged size M/32 but these fit a size smaller. Worn twice, can pass as new.",0
189,189,Reese Cooper,Reese cooper brown cargos,25,New,Brown,34,$135 ,4,1,"Brand new never worn
Size 34
Shortened inseam to 27.5
No refunds",1
190,190,Reese Cooper,Against The Wind Twill Fatigue Pant (Tagged 30),84,New,Dark khaki,30,$1 ,7,0,"Received in a trade but won't make my rotation. These are bnwt but please don't hesitate with any questions or concerns.
Measurements:
Waist -16
F. Rise - 13
B. Rise - 15.5
Inseam - 26
Hem - 9",1
191,191,Reese Cooper,Reese Cooper Brushed Cotton Canvas Cargo Pants,28,Gently Used,Black,30,$220 ,9,1,"Wide-leg brushed cotton canvas cargo pants in black. Mid-rise. Six-pocket styling. Belt loops and lanyard clasp hardware at waistband. Pleats at knees. Self-tie straps at back. Drawstring at cuffs. Zip-fly. Logo-engraved antiqued silver-tone hardware. Supplier color: Black
Size 30",1
192,192,Reese Cooper,AW18 Lone Pine Coordinate Denim Jeans,22,Gently Used,Denim,32,$210 ,5,0,"Released the hems
No flaws
People love to ask about the coordinates and the paint
Feel free to offer",1
193,193,Reese Cooper,Reese Cooper Painter Cargo Pants,40,New,Green,34,$395 ,8,0,"Reese Cooper Painter Cargo Pants
Paint splatter throughout
Size 34 US
They run slightly bigger, can fit a 36
Brand New
100% Authentic
Retail was $598
Perfect pair of Cargo's for everyday use
Must have for any Reese Cooper fans!
Item ships 2-4-22
<U+25AB><U+FE0F>DISEMBODIED, ALL ITEMS ARE 100% AUTHENTIC. BUY FROM A TRUSTED SELLER<U+25AA><U+FE0F>
<U+25AA><U+FE0F>FOLLOW ME FOR OTHER HEAT ITEMS<U+25AB><U+FE0F>
<U+25AA><U+FE0F>CHECK OUT MY OTHER LISTINGS<U+25AB><U+FE0F>
<U+25AA><U+FE0F>TERMS & CONDITIONS<U+25AB><U+FE0F> <U+25AA><U+FE0F>
DO NOT Offer unless you are PAYPAL READY, You will be blocked immediately.
<U+25AA><U+FE0F> DO NOT lowball, lowballing wastes both parties time doing so will result in a block. You will NOT be able to purchase any listings after being blocked.
<U+25AA><U+FE0F> Payment is required IMMEDIATELY after any offer has been accepted! <U+25AA><U+FE0F>I do NOT accept returns, be 100% sure before purchasing, ask for measurements before hand.
<U+25AA><U+FE0F> Once an item is purchased, it is YOURS. I will not refund.
<U+25AA><U+FE0F> If the offer button is disabled I am NOT accepting offers and the item is at its lowest pricing, so do NOT send any offers.
<U+25AA><U+FE0F>SHIPPING<U+25AB><U+FE0F>
<U+25AA><U+FE0F> Shipping will be sent to your PAYPAL email and all shipments will be sent out 24-72 hours after purchasing unless otherwise stated!
<U+25AA><U+FE0F> I am NOT responsible for any lost or stolen packages. If you want it insured I will gladly insure the item at YOUR expense. Any item over $350 USD will be insured at MY expense!
<U+25AA><U+FE0F>All shipping is documented for my protection so any fraudulent activity will be sent to Grailed & punishable by Law Enforcement.
<U+25AA><U+FE0F>PURCHASING ANY ITEMS PUTS YOU IN AN AGREEMENT TO ALL TERMS ABOVE<U+25AB><U+FE0F>",1
194,194,Reese Cooper,Reese Cooper FW19 Overdyed Work Pants,9,Gently Used,Grey,28,$150 ,5,1,"-Reese Cooper Overdyed Work Pants
-From the FW19 “Against the Wind” collection
-Size 28, can fit up to a slim 30
-Features overdyed wash, straight leg & cropped fit
-Gently worn, no flaws!
-Will ship within two business days after purchase through USPS Priority Mail!
-All items are 100% Authentic
-All sales are final, please ask any questions prior to purchase
-Buy from a trusted Grailed seller with over 600 sales",1
195,195,Reese Cooper,Reese Cooper Canyon Camo brushed cotton cargo pants,5,Gently Used,Canyon,34,$165 ,8,1,"Reese Cooper Canyon Camo brushed cotton cargo pants
Only worn a couple of times very lightly
Size 34
Clearing space in my closet!
Open to offers
Typically ship within 48hrs of purchase",1
196,196,Reese Cooper,RCI Hitchhiking denim,6,Used,Blue,32,$165 ,6,1,"Good condition - few paint stains from screen printing but I kind of like them, not very noticeable as they’re dark.",1
197,197,Reese Cooper,Snap Leg Cargo Quilted Cargo,26,New,Black,32,$210 ,5,0,"insulated cargo trouser filled primaloft
snap and zipper opening.
cargo pocket.
retail: $576",1
198,198,Reese Cooper,How A Letter TravelsLinen Cargo Trouser in Water Colour Camo,102,Gently Used,Water color,32,$129 ,5,1,"Size 32 x 30
True to size
Key hook on waist line
Samples",1
199,199,Reese Cooper,Reese Cooper Brown Cargo Pants,18,Used,Brown,32,$81 ,4,1,"Fits like a 33 (Waist measures 33 even though tags says 32)
US Shipping only",1
200,200,Reese Cooper,Reese Cooper Nylon Cargo Shorts,25,New,Green,33,$125 ,6,0,"Brand new without tags
Size XL fits 32-34
Has two hidden pockets with Raccagni zippers
Only responding to binding offers
Ship within one business day after payment received",0
201,201,Reese Cooper,Reese Cooper River Runs Through Cargo Shorts 28 Black,4,New,Black,28,$124 ,6,0,"Reese Cooper River Runs Through Cargo Shorts
Size 28
Black",0
202,202,Reese Cooper,Reese Cooper Pintuck trouser,26,New,White,34,$170 ,6,0,"Brand new
Size 34
Very faint mark from storage that can be washed out",1
203,203,Reese Cooper,Reese Cooper Organic Dye Cargo Pants Sage,32,New,Green,32,$255 ,7,0,"Condition: Brand New
Size: 32
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper",1
204,204,Reese Cooper,Reese Cooper Corduroy Cargo Pants,56,Used,Grey,30,$143 ,7,1,"Super comfortable and high quality pants
There is a small rip at the back of the pants (can probably be repaired for fairly cheap) and some colour fading by the hems, hence the low price
Can fit up to a 32
Will ship same or next day!",1
205,205,Reese Cooper,Reese Cooper Sweatpants,55,Used,Black,34,$120 ,4,0,"Reese Cooper Sweatpants
Size: Large
Condition: Gently Used
Color: Black
*** Grailed Trusted Seller ***
**** 5.0 Feedback With 180+ Sales****
***** NO RETURNS. NO EXCEPTIONS*****",1
206,206,Reese Cooper,Reese Cooper Cargo Ripstop Shorts Orange,37,New,Orange,32,$275 ,3,1,"Condition: Brand New
Size: 32
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper",0
207,207,Reese Cooper,S/S 20’ Nylon Cargo Shorts (Fits 30) l Green,74,Gently Used,Green,32,$90 ,7,0,"100% Authentic. Purchased from ssense. Retail for $400+. Quality is what you expect from Reese. Tagged size M/32 but these fit a size smaller. Worn twice, can pass as new.",0
208,208,Reese Cooper,Reese Cooper Two-Tone Khaki Carpenter Pants,55,Gently Used,Khaki,34,$300 ,4,1,"Item: Reese Cooper Two-Tone Khaki Construction Carpenter Pants
Size: 34
Condition: Gently Used, No signs of wear
Authenticity: 100% Authentic
Price: $500
Willing to hear offers
Will ship 1-2 Business days after the payment clears on PayPal.
All sales are final.
Any SERIOUS questions, feel free to ask.",1
209,209,Reese Cooper,Reese Cooper Hitchhiking Jeans,16,New,Blue,28,$147 ,6,1,"Reese Cooper Hitchhiking Jeans
Hitchhiking F/W 2019
Size 28
Brand New",1
210,210,Reese Cooper,Nylon Cargo Pants,18,New,Black,32,$300 ,16,0,"Brand new, never worn, tags still attached. Heavyweight nylon cargo pants. Size large. Fits waist size 32
The Nylon Cargo Pant by Reese Cooper features a slightly baggy silhouette made from a crinkled nylon outer. Multiple pockets can be found throughout the trouser including two hand pockets at the sides, two cargo pockets, and two welt pockets with flaps on the back.
Adjustable drawstring
Elastic waistband
Crinkled nylon outer
Two hand pockets on sides
Two cargo pockets on sides
Two welt pockets with flap on back
Retail: $465",1
211,211,Reese Cooper,Pintuck Stitch Cotton Canvas Pants,32,New,White,34,$209 ,18,1,"Brand new with tags. Never worn. Measurements provided.
Soft brushed cotton canvas
RCI hook detail on waistband
Welt hand pockets on sides
Patch pocket on front
Patch pockets on back
Pintuck seams on the front and back legs
Button closure
Made in Los Angeles, CA
Designed for a wide leg fit
Reinforced back crotch
Retail: $368",1
212,212,Reese Cooper,Corduroy Cargo Trouser GREYHOUND PF20 <U+0001F352><U+0001F33B>,133,New,Vintage black,30,$404 ,22,1,"GREYHOUND Collection PF20, Extremely rare. Reese Cooper® Corduroy Cargo Trouser Vintage Black PF20
~Bundle Deals Available 2+ Pieces~
Offers & Questions Welcome! :)
CONDITION: 10/10
Brand New, pet & smoke free storage, 100% rating since comes with original tags. 1st Owner.
Beautiful baby blue corduroy trousers from Reese Cooper. Interesting piping detail on front with the pockets section extending into the belt loops.
Retail $707.36 + $30 (shipping) = $737.36
TEXT on REESE COOPER SLEEVE LABEL
""HOOKED ON THE HIGHWAY. DREAMING OF
A PLACE WITHOUT KNOWING ITS NAME.
BATHED IN SUNLIGHT, DECORATED WITH
LONESOME GAS STATIONS - STEAMING
ROADS THAT CUT THROUGH THE WINDING
PEAKS AND THICK FORESTS - SLICING
THROUGH THE BROWN, DUSTY CARPET
THAT STRETCHES OUT TOWARDS THE
OCEAN.
MOUNTAINS CASTING SHADOWS ACROSS
LAKES, MOONLIGHT ILLUMINATING THE
DESERT - LOST PEOPLE SEARCHING FOR
THEIR PLACE UNDER A FAMILIAR SKY.
THIS IS A STORY FUELED BY ESCAPISM
AND EXPLORATION. CLOTHING, OBJECTS
AND VISUALS INSPIRED BY WHAT YOU
NEED, WHAT YOU CHERISH AND WHAT YOU
ACQUIRE ON THE JOURNEY""
Reese Cooper Release Listing
reese-cooper.com/blogs/lookbook/greyhound-capsule-collection-for-harrods
+ Released November 31, 2020 (SS20)
+ Vintage Black (color)
+ Reese Cooper® Signature Utility Ring
+ Reese Cooper® embossed buttons
+ 2 Front cargo button pockets
+ 2 Front side entry
+ 2 Back button pockets
+ Front belt loop detail
+ Stitched Piping on Front
+ Soft brushed Corduroy
+ Belt loops
+ Raccagni Zipper (Made in Italy)
+ 100% Cotton (Self)
+ 97% Cotton (Lining)
+ 3% Polyester (Lining)
+ Made in USA
Sizing Info
Size 30 (waist fits TTS, length is long/baggy)",1
213,213,Reese Cooper,Reese Cooper Hitchhiking Jeans,5,New,Navy,34,$156 ,5,1,"Solid structure
Great jeans
Just too big for me now
Great detals",1
214,214,Reese Cooper,Patchwork Denim,79,Used,Blue,32,$200 ,7,1,"Size 32
Message with any questions",1
215,215,Reese Cooper,Reese Cooper Pintuck Stitch Straight Leg Pants Size 34,18,New,White,34,$180 ,6,1,"These are a Brand New Pair of Reese Cooper Pintuck Stitch Straight Leg Pants Size 34 in White
Very Nice Material
100% Cotton",1
216,216,Reese Cooper,Black Care Label Strap Cargo Pants Size L 36,10,New,Black,36,$60 ,17,1,"Reese Cooper Black Care Label Strap cargo pants
Tried on twice, never worn outside
Brand new condition, no defects, check photo for details; wrinkly due to storage in closet
Size L, fits around a waist 36, fits true to size
Check measurement for fit (Note all measurement are made while the piece is laid flat on a flat surface)
All sales are final
US Domestic shipping only",1
217,217,Reese Cooper,Against The Wind Twill Fatigue Pant,53,New,Dark khaki,30,$50 ,7,1,"Brand new with tags from the Pre-Fall 2019 exclusive release at Barneys titled ""Against The Wind"". Straight fit twill fatigue pant in dark khaki. Made in LA. Very faint fold fade below the right rear pocket (pictured).",1
218,218,Reese Cooper,Cotton Pintuck Pants,23,Gently Used,Black,30,$170 ,4,0,"Great pants for the fall
Straight Leg
8/10",1
219,219,Reese Cooper,Reese Cooper SS21 Cargo Shorts,11,Gently Used,Black,28,$120 ,5,1,"gently worn, no signs of wear or damage
has several beautiful details across the piece including a rifle clip and several snap enclosure pockets
open to offers",0
220,220,Reese Cooper,Wide-Leg Canvas Pants FW20,17,Gently Used,Olive,32,$210 ,5,0,"Beautiful pants from FW20
Removable exterior pocket not pictured
Perfect for the fall, great cut",1
221,221,Reese Cooper,How A Letter TravelsLinen Cargo Trouser in Water Colour Camo,86,Gently Used,Water color,32,$120 ,5,1,"Size 32 x 30
True to size
Key hook on waist line
Samples",1
222,222,Reese Cooper,Brushed Cotton Canvas Cargo Pants,33,New,Black,28,$228 ,6,1,https://reese-cooper.com/collections/m-bottoms/products/brushed-cotton-canvas-cargo-pants-in-black,1
223,223,Reese Cooper,"Camo cargo pants, made in USA, new with tags",13,New,Multi,32,$150 ,12,1,"From Reese Cooper:
Camo-print cotton pants with classic cargo styling.
Mid/heavyweight cotton
Belt loops
Zip fly with button closure
Side slip pockets
Back flap pockets
Side cargo flap pockets
Reinforced knee patches
Cotton
Machine wash
Made in USA
Waist = 16.75"" across laid flat. Leg opening at hem = 8"". Inseam = 30"".
Tagged size 32. New with tags.",1
224,224,Reese Cooper,Reese Cooper Coordinate Denim Size 30,40,Gently Used,Blue,30,$200 ,5,1,"REESE COOPER
AW18 “Lone Pine”
Size 30",1
225,225,Reese Cooper,Reese Cooper Beige Corduroy Pants,46,Gently Used,Beige,30,$175 ,6,1,"Reese Cooper Beige Corduroy Pants
If A Tree Falls Collection
Condition: Gently Used, Worn Once or Twice, Still in Great Condition, Basically Brand New
Size: 30",1
226,226,Reese Cooper,S/S 20’ Nylon Cargo Shorts (Fits 30) l Green,41,Gently Used,Green,32,$120 ,7,0,"100% Authentic. Purchased from ssense. Retail for $400+. Quality is what you expect from Reese. Tagged size M/32 but these fit a size smaller. Worn twice, can pass as new.",0
227,227,Reese Cooper,(Last price drop) Hitchhiking Distressed Denim Jeans,64,New,Denim,32,$136 ,8,1,"Retail - 260$+
Never worn by me (bought used)
Bought second hand (super trust worthy)
one stain
Fit like Levi 505
Just not tall enough :(
(Pics are of THE pants but not actually of me) (previous owners pictures)
Dm me:)
Check page for more :)",1
228,228,Reese Cooper,Reese Cooper Coordinate Denim Size 30,36,Gently Used,Blue,30,$155 ,2,1,"From AW18 “Lone Pine”
Worn only a handful of times
Size 30
Feel free to ask me anything :)",1
229,229,Reese Cooper,Pintuck Stitch Cotton Canvas Pants,9,New,Black,34,$208 ,15,1,"Brand new with tags. Never worn. Measurements provided.
Soft brushed cotton canvas
RCI hook detail on waistband
Welt hand pockets on sides
Patch pocket on front
Patch pockets on back
Pintuck seams on the front and back legs
Button closure
Made in Los Angeles, CA
Designed for a wide leg fit
Reinforced back crotch
Retail: $368",1
230,230,Reese Cooper,Reese Cooper Denim,14,Gently Used,Blue,30,$300 ,6,0,Worn once. Reese Cooper Denim. See photos for details.,1
231,231,Reese Cooper,Reese Cooper How to Write A Letter Pants,2,Gently Used,Multi,30,$261 ,3,1,"Worn once, beautiful pants that don’t fit me. Size 30 waste. High-end watercolor pants",1
232,232,Reese Cooper,Herringbone Cotton Cargo Pants,55,Gently Used,Sage,30,$360 ,3,1,"Reese Cooper Herringbone Cotton Canvas Pants, Sage colorway in a size 30
Amazing cargo pants that will last you a LIFETIME. It's beefy and got a really amazing structure to it. Contains 9 pockets and a velcro strap on the bottom to taper if needed. I have the reese cooper tags as well if you would like to have those for your collection :)
Worn at most 4-5 times and washed once by hand. The condition is pretty much brand new tbh. Purchased for retail at $540. Measurements were taken from an online retailer but they are accurate.
Shipping will be done with USPS Priority (2-3 business days) and will include additional insurance.
Let me know if you have any questions!",1
233,233,Reese Cooper,Reese Cooper Raw Denim,2,New,Dark blue denim,28,$160 ,9,0,"• BNWT
• Measurements in last pic
• Just want my money back tbh",1
234,234,Reese Cooper,Reese Cooper Packing Slip Denim Jeans,14,New,Beige,32,$135 ,6,0,"Condition: Brand New
Size: 32
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL",1
